key,name,ra,dec,ll,bb,sg_xx,sg_yy,sg_zz,pmra,pmra_em,pmra_ep,pmdec,pmdec_em,pmdec_ep,ref_proper_motion,vlos_systemic,vlos_systemic_em,vlos_systemic_ep,vlos_sigma,vlos_sigma_em,vlos_sigma_ep,vlos_sigma_ul,velocity_gsr,velocity_lg,ref_vlos,distance,distance_em,distance_ep,distance_modulus,distance_modulus_em,distance_modulus_ep,distance_gc,distance_m31,distance_lg,distance_host,distance_measurement_method,ref_distance,M_V,M_V_em,M_V_ep,mass_stellar,mass_dynamical_wolf,mass_dynamical_wolf_em,mass_dynamical_wolf_ep,mass_dynamical_wolf_ul,mass_HI,mass_HI_ul,host,confirmed_real,confirmed_galaxy,apparent_magnitude_v,apparent_magnitude_v_em,apparent_magnitude_v_ep,ref_m_v,rhalf,rhalf_em,rhalf_ep,rhalf_physical,rhalf_physical_em,rhalf_physical_ep,rhalf_sph_physical,rhalf_sph_physical_em,rhalf_sph_physical_ep,position_angle,position_angle_em,position_angle_ep,ellipticity,ellipticity_em,ellipticity_ep,ellipticity_ul,surface_brightness_rhalf,rcore,rcore_em,rcore_ep,rking,rking_em,rking_ep,rad_sersic,rad_sersic_em,rad_sersic_ep,n_sersic,n_sersic_em,n_sersic_ep,flux_HI,flux_HI_em,flux_HI_ep,flux_HI_ul,ref_flux_HI,ref_structure,ref_structure_king,ref_structure_sersic,metallicity,metallicity_em,metallicity_ep,metallicity_type,metallicity_spectroscopic,metallicity_spectroscopic_em,metallicity_spectroscopic_ep,metallicity_spectroscopic_sigma,metallicity_spectroscopic_sigma_em,metallicity_spectroscopic_sigma_ep,metallicity_spectroscopic_sigma_ul,ref_metallicity_spectroscopic,metallicity_isochrone,metallicity_isochrone_em,metallicity_isochrone_ep,ref_metallicity_isochrone,metallicity_photometric,metallicity_photometric_em,metallicity_photometric_ep,metallicity_photometric_sigma,metallicity_photometric_sigma_em,metallicity_photometric_sigma_ep,metallicity_photometric_sigma_ul,ref_metallicity_photometric,age,age_em,age_ep,ref_age
ngc_4248-kkh_2011_s11,[KKH2011]S11,185.125417,47.490278,137.466145,68.7554426,3350.63,8566.82,943.16,,,,,,,,,,,,,,,,,,9246.98,0.0,0.0,29.83,0.53,0.54,9249.15,9294.44,9262.61,2297.63,sbf,Carlsten2022ApJ...933...47C,-9.03,0.35,0.35,5.85,,,,,,,ngc_4248,1,1,20.8,0.35,0.35,Carlsten2022ApJ...933...47C,0.1598,0.0253,0.0253,428.52,67.14,67.76,428.52,67.14,67.76,,,,,,,,27.7,,,,,,,,,,,,,,,,,,Carlsten2022ApJ...933...47C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ngc_4248-lv_j1218+4655,LV J1218+4655,184.54625,46.916944,139.0469291,69.1571627,2944.6,7700.08,766.08,,,,,,,,396.0,1.0,1.0,,,,,457.08,453.25,Karachentsev2024A&A...684L..24K,8279.42,0.0,0.0,29.59,0.09,0.09,8281.61,8337.94,8299.66,1330.8,trgb,Karachentsev2018ApJ...858...62K,-12.92,0.02,0.02,7.4,,,,,7.7,,ngc_4248,1,1,16.67,0.02,0.02,Carlsten2022ApJ...933...47C,0.2335,0.0085,0.0085,561.93,20.17,20.36,561.93,20.17,20.36,,,,,,,,24.4,,,,,,,,,,,,,3.11,,,,Karachentsev2024A&A...684L..24K,Carlsten2022ApJ...933...47C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ngc_4395,NGC 4395,186.4575,33.546111,162.0818886,81.5356376,637.06,4716.05,227.36,,,,,,,,313.0,17.0,17.0,,,,,330.01,307.76,Kovac2009MNRAS.400..743K,4764.31,0.0,0.0,28.39,0.01,0.01,4765.45,5022.59,4879.74,,trgb,Tully2009AJ....138..323T,-18.19,,,9.51,,,,,9.08,,,1,1,10.2,,,Karachentsev2013AJ....145..101K,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,222.8,,,,Kovac2009MNRAS.400..743K,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ngc_4424,NGC 4424,186.798241,9.420542,283.8806485,71.3899193,-1104.39,3989.11,-293.34,,,,,,,,441.0,3.0,3.0,,,,,373.27,321.32,Makarov2014A&A...570A..13M,4149.54,0.0,0.0,28.09,0.09,0.09,4148.93,4678.87,4405.05,,,Makarov2014A&A...570A..13M,-16.77,,,8.94,,,,,7.12,,,1,1,11.32,,,Makarov2014A&A...570A..13M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.25,,,,Makarov2014A&A...570A..13M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ngc_4449,NGC 4449,187.04666666666665,44.09444444444445,136.8514263,72.3999642,1289.8,4040.12,459.21,,,,,,,,201.0,,,,,,,256.36,248.73,Karachentsev2013AJ....145..101K,4265.8,0.0,0.0,28.15,0.01,0.01,4267.59,4396.37,4314.15,,,Tully2009AJ....138..323T,-18.62,,,9.68,,,,,,,,1,1,9.53,,,Karachentsev2013AJ....145..101K,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ngc_4517,NGC 4517,188.189583,0.115,292.7363185,62.6163918,-3493.54,7550.96,-775.45,,,,,,,,1127.0,2.0,2.0,,,,,1032.02,970.96,Makarov2014A&A...570A..13M,8356.03,0.0,0.0,29.61,0.12,0.12,8354.59,8952.68,8650.77,,trgb,Tully2009AJ....138..323T,-20.42,,,10.4,,,,,9.22,,,1,1,9.19,,,Makarov2014A&A...570A..13M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.9,,,,Karachentsev2013AJ....145..101K,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ngc_4517-dw1227p0136,dw1227p0136,186.944,1.6,289.4141823,63.8489923,-3253.07,7645.14,-890.3,,,,,,,,,,,,,,,,,,8356.03,,,29.61,,,8354.84,8939.43,8643.92,282.64,host,,-13.94,0.09,0.09,7.81,,,,,,,ngc_4517,1,1,15.67,0.09,0.09,Carlsten2022ApJ...933...47C,0.65,0.035,0.035,1578.18,83.82,84.59,1578.18,83.82,84.59,,,,,,,,25.62,,,,,,,,,,,,,,,,,,Carlsten2022ApJ...933...47C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ngc_4517-dw1231p0140,dw1231p0140,187.766,1.676,291.2169193,64.0833539,-3695.19,8619.9,-870.9,,,,,,,,1104.0,3.0,3.0,,,,,1012.97,953.3,Makarov2014A&A...570A..13M,9418.9,0.0,0.0,29.87,,,9417.61,10000.42,9706.24,1091.97,trgb,Anand2021AJ....162...80A,-14.51,0.09,0.09,8.04,,,,,7.73,,ngc_4517,1,1,15.36,0.09,0.09,Carlsten2022ApJ...933...47C,0.2017,0.01,0.01,551.97,27.0,27.24,551.97,27.0,27.24,,,,,,,,22.77,,,,,,,,,,,,,2.56,,,,Makarov2014A&A...570A..13M,Carlsten2022ApJ...933...47C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ngc_4517-dw1232p0015,dw1232p0015,188.1505417,0.2624444,292.6013613,62.7557801,-3969.63,8640.51,-885.82,,,,,,,,1192.0,,,,,,,1097.39,1036.46,Kim2014ApJS..215...22K,9549.93,0.0,0.0,29.9,0.18,0.16,9548.5,10143.57,9843.56,1194.13,sbf,Carlsten2022ApJ...933...47C,-12.43,0.1,0.1,7.21,,,,,,,ngc_4517,1,1,17.47,0.1,0.1,Carlsten2022ApJ...933...47C,0.1,0.0067,0.0067,277.41,18.25,18.42,277.41,18.25,18.42,,,,,,,,23.36,,,,,,,,,,,,,,,,,,Carlsten2022ApJ...933...47C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ngc_4517-dw1236m0025,dw1236m0025,189.175,-0.431,295.0087032,62.2138079,-4042.01,8427.18,-739.62,,,,,,,,,,,,,,,,,,9375.62,0.0,0.0,29.86,0.13,0.14,9374.02,9975.66,9672.49,1034.34,sbf,Carlsten2022ApJ...933...47C,-11.06,0.11,0.11,6.66,,,,,,,ngc_4517,1,1,18.8,0.11,0.11,Carlsten2022ApJ...933...47C,0.1467,0.0117,0.0117,399.34,31.35,31.64,399.34,31.35,31.64,,,,,,,,25.52,,,,,,,,,,,,,,,,,,Carlsten2022ApJ...933...47C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ngc_4517-dw1238m0035,dw1238m0035,189.705,-0.598,296.1769023,62.1081412,-4014.68,8257.14,-651.64,,,,,,,,,,,,,,,,,,9204.5,0.0,0.0,29.82,0.16,0.15,9202.82,9806.26,9502.2,886.34,sbf,Carlsten2022ApJ...933...47C,-10.67,0.12,0.12,6.5,,,,,,,ngc_4517,1,1,19.15,0.12,0.12,Carlsten2022ApJ...933...47C,0.0917,0.0083,0.0083,244.97,21.98,22.19,244.97,21.98,22.19,,,,,,,,24.85,,,,,,,,,,,,,,,,,,Carlsten2022ApJ...933...47C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ngc_4517-dw1238m0105,dw1238m0105,189.709,-1.087,296.2929808,61.6221977,-3227.6,6501.26,-531.5,,,,,,,,,,,,,,,,,,7277.8,0.0,0.0,29.31,0.19,0.2,7276.09,7886.72,7578.42,1110.0,sbf,Carlsten2022ApJ...933...47C,-9.44,0.16,0.16,6.01,,,,,,,ngc_4517,1,1,19.87,0.16,0.16,Carlsten2022ApJ...933...47C,0.0967,0.0133,0.0133,204.06,27.81,28.07,204.06,27.81,28.07,,,,,,,,25.68,,,,,,,,,,,,,,,,,,Carlsten2022ApJ...933...47C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ngc_4517-dw1238p0028,dw1238p0028,189.559,0.477,295.6060526,63.1608096,-3859.5,8332.67,-627.41,,,,,,,,,,,,,,,,,,9204.5,0.0,0.0,29.82,0.23,0.23,9202.91,9797.22,9497.53,875.73,sbf,Carlsten2022ApJ...933...47C,-10.21,0.13,0.13,6.32,,,,,,,ngc_4517,1,1,19.61,0.13,0.13,Carlsten2022ApJ...933...47C,0.1717,0.0183,0.0183,458.62,48.36,48.81,458.62,48.36,48.81,,,,,,,,26.67,,,,,,,,,,,,,,,,,,Carlsten2022ApJ...933...47C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ngc_4517-kdg_171,KDG 171,189.761,-0.664,296.3104516,62.0483014,-3655.09,7491.31,-586.33,,,,,,,,,,,,,,,,,,8356.03,0.0,0.0,29.61,0.13,0.14,8354.35,8959.58,8654.35,255.78,sbf,Carlsten2022ApJ...933...47C,-12.91,0.09,0.09,7.4,,,,,,,ngc_4517,1,1,16.7,0.09,0.09,Carlsten2022ApJ...933...47C,0.3433,0.02,0.02,833.52,47.9,48.34,833.52,47.9,48.34,,,,,,,,25.27,,,,,,,,,,,,,,,,,,Carlsten2022ApJ...933...47C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ngc_4562,NGC 4562,188.895,25.85,231.8511036,86.2287494,-56.87,11055.05,494.32,,,,,,,,1353.0,2.0,2.0,,,,,1347.54,1315.39,Makarov2014A&A...570A..13M,11066.24,0.0,0.0,30.22,0.31,0.31,11066.57,11390.32,11222.73,738.28,,Makarov2014A&A...570A..13M,-16.97,0.01,0.01,9.02,,,,,8.21,,ngc_4565,1,1,13.25,0.01,0.01,Carlsten2022ApJ...933...47C,0.5783,0.0017,0.0017,1861.57,5.29,5.33,1861.57,5.29,5.33,,,,,,,,22.95,,,,,,,,,,,,,5.6,,,,Makarov2014A&A...570A..13M,Carlsten2022ApJ...933...47C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ngc_4565-dw1234p2531,dw1234p2531,188.601,25.522,234.8001074,85.859307,-110.72,11848.32,458.06,,,,,,,,,,,,,,,,,,11857.69,0.0,0.0,30.37,0.17,0.17,11858.03,12184.2,12015.78,142.71,sbf,Carlsten2022ApJ...933...47C,-13.96,0.03,0.03,7.82,,,,,,,ngc_4565,1,1,16.41,0.03,0.03,Carlsten2022ApJ...933...47C,0.31,0.0083,0.0083,1068.68,28.32,28.58,1068.68,28.32,28.58,,,,,,,,24.75,,,,,,,,,,,,,,,,,,Carlsten2022ApJ...933...47C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ngc_4565-dw1237p2602,dw1237p2602,189.255,26.036,230.8378673,86.5966945,-39.37,10950.45,559.12,,,,,,,,,,,,,,,,,,10964.78,0.0,0.0,30.2,0.15,0.15,10965.09,11286.9,11120.23,839.02,sbf,Carlsten2022ApJ...933...47C,-12.38,0.06,0.06,7.19,,,,,,,ngc_4565,1,1,17.82,0.06,0.06,Carlsten2022ApJ...933...47C,0.1317,0.01,0.01,419.29,31.43,31.72,419.29,31.43,31.72,,,,,,,,24.3,,,,,,,,,,,,,,,,,,Carlsten2022ApJ...933...47C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ngc_4592,NGC 4592,189.827,-0.532,296.4221141,62.1863324,-3955.9,8147.31,-621.31,,,,,,,,1069.0,2.0,2.0,,,,,975.93,914.54,Koribalski2004AJ....128...16K,9078.21,0.0,0.0,29.79,0.07,0.07,9076.52,9679.61,9375.68,770.17,trgb,Kim2020ApJ...905..104K,-17.79,0.09,0.09,9.35,,,,,9.45,,ngc_4517,1,1,12.0,0.09,0.09,Carlsten2022ApJ...933...47C,0.77,0.0367,0.0367,2031.37,95.4,96.28,2031.37,95.4,96.28,,,,,,,,22.32,,,,,,,,,,,,,145.4,10.7,10.7,,Koribalski2004AJ....128...16K,Carlsten2022ApJ...933...47C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ngc_4594-dgsat_2,NGC 4594-DGSAT-2,189.96458,-11.34139,298.3767403,51.4279121,-5734.87,7776.25,-1124.73,,,,,,,,,,,,,,,,,,9727.47,0.0,0.0,29.94,0.14,0.13,9725.07,10407.4,10065.67,183.83,sbf,Carlsten2022ApJ...933...47C,-10.65,0.1,0.1,6.49,,,,,,,ngc_4594,1,1,19.29,0.1,0.1,Carlsten2022ApJ...933...47C,0.111,0.0103,0.0103,313.48,28.81,29.07,313.48,28.81,29.07,,,,,,,,25.4,,,,,,,,,,,,,,,,,,Carlsten2022ApJ...933...47C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ngc_4594-dgsat_3,NGC 4594-DGSAT-3,189.88667,-11.22722,298.240973,51.5361875,-4843.25,6598.72,-959.31,,,,,,,,,,,,,,,,,,8241.38,0.0,0.0,29.58,0.35,0.31,8238.99,8921.78,8579.53,1310.08,sbf,Carlsten2022ApJ...933...47C,-12.02,0.26,0.26,7.04,,,,,,6.89,ngc_4594,1,1,17.56,0.26,0.26,Carlsten2022ApJ...933...47C,0.2987,0.0462,0.0462,713.71,109.05,110.05,713.71,109.05,110.05,,,,,,,,25.82,,,,,,,,,,,,,,,,0.48,Karachentsev2013AJ....145..101K,Carlsten2022ApJ...933...47C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ngc_4594-dw1,NGC 4594-DW1,189.81375,-11.71889,298.1857558,51.0405528,-5567.74,7459.34,-1122.86,,,,,,,,1367.0,12.0,12.0,,,,,1240.77,1170.5,Crosby2025MNRAS.536.2072C,9375.62,0.0,0.0,29.86,0.15,0.14,9373.21,10058.14,9715.1,177.49,sbf,Carlsten2022ApJ...933...47C,-13.74,0.03,0.03,7.73,,,,,,,ngc_4594,1,1,16.12,0.03,0.03,Carlsten2022ApJ...933...47C,0.2218,0.0043,0.0043,604.75,11.64,11.75,604.75,11.64,11.75,,,,,,,,23.74,,,,,,,,,,,,,,,,,,Carlsten2022ApJ...933...47C,,,-1.2,0.1,0.1,spectroscopic,-1.2,0.1,0.1,,,,,Crosby2025MNRAS.536.2072C,,,,,,,,,,,,,9.0,0.7,0.8,Crosby2025MNRAS.536.2072C
ngc_4594-dw1234m1142,dw1234-1142,188.704167,-11.706944,296.4644863,50.9559639,-5619.66,7608.28,-1317.03,,,,,,,,,,,,,,,,,,9549.93,,,29.9,,,9547.65,10231.99,9889.2,211.37,host,,-13.11,,,7.48,,,,,,,ngc_4594,0,0,16.79,,,Crosby2024MNRAS.527.9118C,0.2042,,,567.17,,,457.26,,,,,,0.35,,,,23.76,,,,,,,,,,,,,,,,,,Crosby2024MNRAS.527.9118C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ngc_4594-dw1234m1238,dw1234-1238,188.704167,-12.64,296.6131731,50.0277146,-5736.83,7513.5,-1355.41,,,,,,,,,,,,,,,,,,9549.93,,,29.9,,,9547.59,10237.73,9892.17,270.29,host,,-11.49,,,6.83,,,,,,,ngc_4594,0,0,18.41,,,Crosby2024MNRAS.527.9118C,0.2065,,,573.65,,,483.37,,,,,,0.29,,,,25.5,,,,,,,,,,,,,,,,,,Crosby2024MNRAS.527.9118C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ngc_4594-dw1235m1155,dw1235-1155,188.966667,-11.931111,296.904648,50.7583187,-5659.92,7583.84,-1285.23,,,,,,,,,,,,,,,,,,9549.93,,,29.9,,,9547.6,10233.47,9889.97,175.66,host,,-12.79,,,7.35,,,,,,,ngc_4594,0,0,17.11,,,Crosby2024MNRAS.527.9118C,0.1528,,,424.57,,,320.54,,,,,,0.43,,,,23.31,,,,,,,,,,,,,,,,,,Crosby2024MNRAS.527.9118C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ngc_4594-dw1235m1216,dw1235-1216,188.929167,-12.273056,296.8986613,50.4144344,-5701.18,7549.44,-1305.22,,,,,,,,,,,,,,,,,,9549.93,,,29.9,,,9547.59,10235.56,9891.05,204.97,host,,-12.6,,,7.27,,,,,,,ngc_4594,0,0,17.3,,,Crosby2024MNRAS.527.9118C,0.1798,,,499.57,,,315.96,,,,,,0.6,,,,23.47,,,,,,,,,,,,,,,,,,Crosby2024MNRAS.527.9118C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ngc_4594-dw1237m1006,dw1237-1006,189.291667,-10.116111,297.1436379,52.5951712,-5443.31,7760.79,-1158.31,,,,,,,,,,,,,,,,,,9549.93,,,29.9,,,9547.68,10221.98,9884.03,276.37,host,,-12.31,,,7.16,,,,,,,ngc_4594,0,0,17.59,,,Crosby2024MNRAS.527.9118C,0.2615,,,726.44,,,492.69,,,,,,0.54,,,,24.72,,,,,,,,,,,,,,,,,,Crosby2024MNRAS.527.9118C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ngc_4594-dw1237m1125,dw1237-1125,189.298333,-11.433056,297.3459999,51.2841306,-4416.91,6006.15,-954.35,,,,,,,,,,,,,,,,,,7516.23,0.0,0.0,29.38,0.58,0.52,7513.9,8198.56,7855.19,2036.4,sbf,Carlsten2022ApJ...933...47C,-11.87,0.11,0.11,6.98,,,,,,,ngc_4594,0,0,17.51,0.11,0.11,Carlsten2022ApJ...933...47C,0.1603,0.0085,0.0085,350.17,18.31,18.48,350.17,18.31,18.48,,,,,,,,24.42,,,,,,,,,,,,,,,,,,Carlsten2022ApJ...933...47C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ngc_4594-dw1238m1043,dw1238-1043,189.675,-10.725,297.8433917,52.0208507,-5538.79,7698.07,-1123.7,,,,,,,,,,,,,,,,,,9549.93,,,29.9,,,9547.59,10226.01,9886.11,158.63,host,,-8.69,,,5.71,,,,,,,ngc_4594,0,0,21.21,,,Crosby2024MNRAS.527.9118C,0.0895,,,248.63,,,179.29,,,,,,0.48,,,,26.15,,,,,,,,,,,,,,,,,,Crosby2024MNRAS.527.9118C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ngc_4594-dw1239m1026,dw1239-1026,189.9625,-10.438056,298.2668475,52.3286977,-5514.86,7723.37,-1066.31,,,,,,,,,,,,,,,,,,9549.93,,,29.9,,,9547.58,10224.2,9885.17,197.59,host,,-10.19,,,6.31,,,,,,,ngc_4594,0,0,19.71,,,Crosby2024MNRAS.527.9118C,0.1313,,,364.84,,,284.95,,,,,,0.39,,,,25.65,,,,,,,,,,,,,,,,,,Crosby2024MNRAS.527.9118C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ngc_4594-dw1239m1154,dw1239-1154,189.841667,-11.906944,298.2513078,50.855066,-5696.19,7578.81,-1147.25,,,,,,,,,,,,,,,,,,9549.93,,,29.9,,,9547.5,10233.5,9889.98,53.62,host,,-9.56,,,6.06,,,,,,,ngc_4594,0,0,20.34,,,Crosby2024MNRAS.527.9118C,0.1175,,,326.41,,,309.66,,,,,,0.1,,,,26.47,,,,,,,,,,,,,,,,,,Crosby2024MNRAS.527.9118C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ngc_4594-dw1239m1159,dw1239-1159,189.787917,-11.986944,298.1777884,50.771356,-6763.46,8977.74,-1374.33,,,,,,,,,,,,,,,,,,11324.0,0.0,0.0,30.27,0.25,0.26,11321.58,12007.02,11664.03,1775.69,sbf,Carlsten2022ApJ...933...47C,-10.94,0.22,0.22,6.61,,,,,,,ngc_4594,1,1,19.33,0.22,0.22,Carlsten2022ApJ...933...47C,0.1703,0.0357,0.0357,558.65,115.76,116.82,558.65,115.76,116.82,,,,,,,,26.37,,,,,,,,,,,,,,,,,,Carlsten2022ApJ...933...47C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ngc_4594-dw1239m1227,dw1239-1227,189.7875,-12.453889,298.2322816,50.305697,-5762.36,7523.78,-1178.58,,,,,,,,,,,,,,,,,,9549.93,,,29.9,,,9547.48,10236.85,9891.72,142.6,host,,-8.88,,,5.79,,,,,,,ngc_4594,0,0,21.02,,,Crosby2024MNRAS.527.9118C,0.0747,,,207.42,,,203.23,,,,,,0.04,,,,26.23,,,,,,,,,,,,,,,,,,Crosby2024MNRAS.527.9118C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ngc_4594-dw1239m1240,dw1239-1240,189.875,-12.675,298.3907102,50.0914562,-5793.81,7500.29,-1174.12,,,,,,,,1040.0,13.0,13.0,,,,,911.29,840.39,Crosby2025MNRAS.536.2072C,9549.93,,,29.9,,,9547.45,10238.21,9892.42,176.44,host,,-13.94,,,7.81,,,,,,,ngc_4594,0,0,15.96,,,Crosby2024MNRAS.527.9118C,0.2965,,,823.67,,,576.57,,,,,,0.51,,,,23.43,,,,,,,,,,,,,,,,,,Crosby2024MNRAS.527.9118C,,,-1.2,0.3,0.3,spectroscopic,-1.2,0.3,0.3,,,,,Crosby2025MNRAS.536.2072C,,,,,,,,,,,,,8.7,1.3,1.6,Crosby2025MNRAS.536.2072C
ngc_4594-dw1240m1118,dw1240-1118,190.039167,-11.313889,298.4906398,51.4605495,-5182.14,7028.83,-1004.52,,,,,,,,1593.0,9.0,9.0,,,,,1468.43,1398.47,Crosby2025MNRAS.536.2072C,8790.23,0.0,0.0,29.72,0.15,0.12,8787.81,9470.7,9128.53,761.34,sbf,Carlsten2022ApJ...933...47C,-14.26,0.03,0.03,7.94,,,,,,,ngc_4594,1,1,15.46,0.03,0.03,Carlsten2022ApJ...933...47C,0.2583,0.0067,0.0067,660.2,16.8,16.95,660.2,16.8,16.95,,,,,,,,23.41,,,,,,,,,,,,,,,,,,Carlsten2022ApJ...933...47C,,,-0.9,0.1,0.1,spectroscopic,-0.9,0.1,0.1,,,,,Crosby2025MNRAS.536.2072C,,,,,,,,,,,,,9.0,0.9,1.0,Crosby2025MNRAS.536.2072C
ngc_4594-dw1240m1140,dw1240-1140,190.07333,-11.67944,298.5846948,51.0982141,-5677.77,7599.4,-1101.39,,,,,,,,1293.0,9.0,9.0,,,,,1167.5,1097.3,Dowell2014AJ....147..150D,9549.93,,,29.9,,,9547.49,10232.11,9889.26,15.71,host,,-13.65,0.38,0.38,7.69,,,,,,,ngc_4594,0,0,16.25,0.38,0.38,Carlsten2022ApJ...933...47C,1.1597,0.0677,0.0677,3217.62,185.21,186.91,3217.62,185.21,186.91,,,,,,,,27.46,,,,,,,,,,,,,,,,,,Carlsten2022ApJ...933...47C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ngc_4594-dw1241m1008,dw1241-1008,190.320833,-10.146111,298.811218,52.6443712,-5493.19,7747.98,-997.42,,,,,,,,,,,,,,,,,,9549.93,,,29.9,,,9547.55,10222.33,9884.2,251.83,host,,-10.46,,,6.42,,,,,,,ngc_4594,0,0,19.44,,,Crosby2024MNRAS.527.9118C,0.0972,,,269.93,,,245.91,,,,,,0.17,,,,25.06,,,,,,,,,,,,,,,,,,Crosby2024MNRAS.527.9118C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ngc_4594-dw1241m1055,dw1241-1055,190.408333,-10.926111,299.0321461,51.8713808,-5596.97,7670.79,-1016.89,,,,,,,,,,,,,,,,,,9549.93,,,29.9,,,9547.5,10227.38,9886.81,134.28,host,,-10.76,,,6.54,,,,,,,ngc_4594,0,0,19.14,,,Crosby2024MNRAS.527.9118C,0.2973,,,825.98,,,738.78,,,,,,0.2,,,,27.15,,,,,,,,,,,,,,,,,,Crosby2024MNRAS.527.9118C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ngc_4594-dw1241m1131,dw1241-1131,190.261667,-11.52889,298.8623211,51.2607301,-4298.9,5774.68,-808.26,,,,,,,,,,,,,,,,,,7244.36,0.0,0.0,29.3,0.34,0.33,7241.91,7927.73,7583.79,2305.92,sbf,Carlsten2022ApJ...933...47C,-10.34,0.18,0.18,6.37,,,,,,,ngc_4594,0,0,18.96,0.18,0.18,Carlsten2022ApJ...933...47C,0.1633,0.0205,0.0205,343.3,42.56,42.96,343.3,42.56,42.96,,,,,,,,25.91,,,,,,,,,,,,,,,,,,Carlsten2022ApJ...933...47C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ngc_4594-dw1241m1153,dw1241-1153,190.3,-11.8925,298.9588388,50.9002518,-6683.21,8859.63,-1257.01,,,,,,,,,,,,,,,,,,11168.63,0.0,0.0,30.24,0.24,0.25,11166.16,11851.19,11508.41,1620.32,sbf,Carlsten2022ApJ...933...47C,-11.85,0.19,0.19,6.97,,,,,,,ngc_4594,0,0,18.39,0.19,0.19,Carlsten2022ApJ...933...47C,0.2208,0.0265,0.0265,715.67,84.83,85.61,715.67,84.83,85.61,,,,,,,,25.99,,,,,,,,,,,,,,,,,,Carlsten2022ApJ...933...47C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ngc_4594-dw1241m1234,dw1241-1234,190.45,-12.57,299.2540082,50.2329084,-5805.97,7505.05,-1079.87,,,,,,,,,,,,,,,,,,9549.93,,,29.9,,,9547.39,10237.62,9892.11,174.3,host,,-9.25,,,5.93,,,,,,,ngc_4594,0,0,20.65,,,Crosby2024MNRAS.527.9118C,0.0852,,,236.59,,,208.95,,,,,,0.22,,,,25.92,,,,,,,,,,,,,,,,,,Crosby2024MNRAS.527.9118C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ngc_4594-dw1242m1010,dw1242-1010,190.7375,-10.168889,299.488214,52.6460951,-5514.38,7740.98,-932.69,,,,,,,,,,,,,,,,,,9549.93,,,29.9,,,9547.5,10222.49,9884.29,271.03,host,,-9.39,,,5.99,,,,,,,ngc_4594,0,0,20.51,,,Crosby2024MNRAS.527.9118C,0.133,,,369.47,,,306.9,,,,,,0.31,,,,26.62,,,,,,,,,,,,,,,,,,Crosby2024MNRAS.527.9118C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ngc_4594-dw1242m1107,dw1242-1107,190.733333,-11.128056,299.5656569,51.688096,-5636.85,7647.06,-974.39,,,,,,,,,,,,,,,,,,9549.93,,,29.9,,,9547.44,10228.67,9887.48,145.99,host,,-11.17,,,6.7,,,,,,,ngc_4594,0,0,18.73,,,Crosby2024MNRAS.527.9118C,0.2753,,,764.87,,,729.63,,,,,,0.09,,,,26.72,,,,,,,,,,,,,,,,,,Crosby2024MNRAS.527.9118C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
